Loc1;Loc2;Attr_label_CDB_EN;Attr_name_1WS;Composite_name_1WS;Module_name_1WS;What_to_hide;Segment1;Segment2;Segment3;Segment4;Segment5;Segment6;Segment7;Segment8;Segment9;Segment10;Segment11;Segment12;Segment13;Segment14;Segment15;Segment16;Segment17;Segment18;Segment19;Segment20;Segment21;Segment22;Segment23;Segment24;Segment25;Segment26;Segment27;Segment28;Segment29;Segment30;Segment31;Segment32;Segment33;Segment34;Segment35;Segment36;Segment37;Segment38
Back to top;;;;;;;Pet Care/Food;Cleaning/Hygiene Products;Food/Beverage/Tobacco;Healthcare;Beauty/Personal Care/Hygiene;Cross Segment;Textual/Printed/Reference Materials;Music;Stationery/Office Machinery/Occasion Supplies;Footwear;Personal Accessories;Computing;Communications;Clothing;Audio Visual/Photography;Arts/Crafts/Needlework;Sports Equipment;Home Appliances;Kitchen Merchandise;Camping;Household/Office Furniture/Furnishings;Automotive;Electrical Supplies;Plumbing/Heating/Ventilation/Air Conditioning;Tools/Equipment - Hand;Lawn/Garden Supplies;Tools/Equipment - Power;Building Products;Tool Storage/Workshop Aids;Safety/Protection - DIY;Toys/Games;Fuels;Lubricants;Live Animals;Safety/Security/Surveillance;Storage/Haulage Containers;Horticulture Plants;Crops
v40;;;;;;;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
Product Identification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Identification / Validity / Unit;Is Trade Item a Service;GDSN_IsTradeItemAService;;CORE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Target Market Subdivision Code;GDSN_TargetMarketSubdivisionCode;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Is Trade Item Non Physical;GDSN_IsTradeItemNonphysical;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Is Trade Item Recalled;GDSN_IsTradeItemRecalled;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Is Trade Item Reinstated;GDSN_IsTradeItemReinstated;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Community Visibility Date Time;GDSN_CommunityVisibilityDateTime;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;;GDSN_AdditionalInformationProviderIdentification;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Additional Information Provider Identification;GDSN_DES_AdditionalInformationProviderIdentificationValue;GDSN_AdditionalInformationProviderIdentification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Additional Information Provider Identification Type;GDSN_DES_AdditionalInformationProviderIdentificationType;GDSN_AdditionalInformationProviderIdentification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Information Provider Address;GDSN_InformationProviderAddress;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Information Provider Role Code;GDSN_InformationProviderRoleCode;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Has Display Ready Packaging;GDSN_HasDisplayReadyPackaging;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;Trade Item Information AVP;Trade Item Information - Simple AVP: String Value;GDSN_DES_StringAVP;GDSN_StringAVP;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Trade Item Information - Simple AVP: Attribute Name;GDSN_DES_StringAVPAttributeName;GDSN_StringAVP;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Trade Item Information - Compound AVP: String Value;GDSN_DES_CompoundStringAVP;GDSN_CompoundStringAVP;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Trade Item Information - Compound AVP: Attribute Name;GDSN_DES_CompoundStringAVPAttributeName;GDSN_CompoundStringAVP;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Trade Item Information - Compound AVP: Attribute Code;GDSN_DES_CompoundStringAVPAttributeCode;GDSN_CompoundStringAVP;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Trade Item Information - Compound AVP: Code List Name Code;GDSN_DES_CompoundStringAVPCodeListNameCode;GDSN_CompoundStringAVP;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Trade Item Information - Compound AVP: Code List Version;GDSN_DES_CompoundStringAVPCodeListVersion;GDSN_CompoundStringAVP;?;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;;GDSN_TradeItemInformation_StringAVP;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;;GDSN_TradeItemInformation_CompoundAVP;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;Classification;Additional Trade Item Classification System Code;GDSN_DES_AdditionalTradeItemClassificationSystemCode;GDSN_AdditionalClassification;CORE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Additional Trade Item Classification Code Value;GDSN_DES_AdditionalTradeItemClassificationCodeValue;GDSN_AdditionalClassification;CORE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Additional Trade Item Classification Code Description;GDSN_DES_AdditionalTradeItemClassificationCodeDescription;GDSN_AdditionalClassification;CORE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Additional Trade Item Classification Version;GDSN_DES_AdditionalTradeItemClassificationVersion;GDSN_AdditionalClassification;CORE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Additional Trade Item Classification Property Code;GDSN_DES_AdditionalTradeItemClassificationPropertyCode;GDSN_AdditionalClassification;CORE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Additional Trade Item Classification Property Description;GDSN_DES_AdditionalTradeItemClassificationPropertyDescription;GDSN_AdditionalClassification;CORE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Property Description;GDSN_DES_AdditionalTradeItemClassificationPropertyPropertyDescription;GDSN_AdditionalClassification;CORE;Attribute;;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Code;GDSN_DES_AdditionalTradeItemClassificationPropertyPropertyCode;GDSN_AdditionalClassification;CORE;Attribute;;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Code Description;GDSN_DES_AdditionalTradeItemClassificationPropertyCodeDescription;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Code List Name;GDSN_DES_AdditionalTradeItemClassificationPropertyCodeListName;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Code List URI;GDSN_DES_AdditionalTradeItemClassificationPropertyCodeListURI;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Code List Version;GDSN_DES_AdditionalTradeItemClassificationPropertyCodeListVersion;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Code List Agency Code;GDSN_DES_AdditionalTradeItemClassificationPropertyCodeListAgencyCode;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Code List Agency Name;GDSN_DES_AdditionalTradeItemClassificationPropertyCodeListAgencyName;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Code List Agency Code List Version;GDSN_DES_AdditionalTradeItemClassificationPropertyCodeListAgencyCodeListVersion;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Measurement;GDSN_DES_AdditionalTradeItemClassificationPropertyMeasurement;GDSN_AdditionalClassification;CORE;Attribute;;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Measurement Unit Code;GDSN_DES_AdditionalTradeItemClassificationPropertyMeasurementUnitCode;GDSN_AdditionalClassification;CORE;Attribute;;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property String;GDSN_DES_AdditionalTradeItemClassificationPropertyString;GDSN_AdditionalClassification;CORE;Attribute;;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Amount;GDSN_DES_AdditionalTradeItemClassificationPropertyAmount;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Amount Currency Code;GDSN_DES_AdditionalTradeItemClassificationPropertyAmountCurrencyCode;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Date Time;GDSN_DES_AdditionalTradeItemClassificationPropertyDateTime;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Property Integer;GDSN_DES_AdditionalTradeItemClassificationPropertyInteger;GDSN_AdditionalClassification;CORE;Attribute;;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Context Identification;GDSN_ContextIdentification;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Trade Item Trade Channel Code;GDSN_DES_TradeItemTradeChannel;GDSN_TradeItemTradeChannel;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Production Variant Cancelled Date Time;GDSN_ProductionVariantCancelledDateTime;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Production Variant Discontinued Date Time;GDSN_ProductionVariantDiscontinuedDateTime;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Udid First Publication Date Time;GDSN_UdidFirstPublicationDateTime;;CORE;Attribute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Property Float;GDSN_DES_AdditionalTradeItemClassificationPropertyFloat;GDSN_AdditionalClassification;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;;GDSN_AdditionalClassification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;GDSN_TradeItemTradeChannel;;;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;Referenced Trade Items;Additional Referenced Trade Item Identification;GDSN_DES_AdditionalReferencedTradeItemIdentification;GDSN_ReferencedTradeItem;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Additional Referenced Trade Item Identification Type;GDSN_DES_AdditionalReferencedTradeItemIdentificationType;GDSN_ReferencedTradeItem;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;Party In Role;Additional Manufacturer Identification;GDSN_DES_AdditionalManufacturerIdentificationValue;GDSN_ManufacturerOfTradeItem;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Additional Manufacturer Identification Type;GDSN_DES_AdditionalManufacturerIdentificationType;GDSN_ManufacturerOfTradeItem;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Manufacturer Address;GDSN_DES_ManufacturerAddress;GDSN_ManufacturerOfTradeItem;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Manufacturer Role Code;GDSN_DES_ManufacturerRoleCode;GDSN_ManufacturerOfTradeItem;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Additional Brand Owner Identification;GDSN_DES_AdditionalBrandOwnerIdentificationValue;GDSN_AdditionalBrandOwnerIdentification;CORE;Composite;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Additional Brand Owner Identification Type;GDSN_DES_AdditionalBrandOwnerIdentificationType;GDSN_AdditionalBrandOwnerIdentification;CORE;Composite;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Brand Owner Address;GDSN_BrandOwnerAddress;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Brand Owner Role Code;GDSN_BrandOwnerRoleCode;;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Party Name;GDSN_DES_PartyInRoleName;GDSN_PartyInRole;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Party GLN;GDSN_DES_PartyInRoleGLN;GDSN_PartyInRole;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Additional Party Identification;GDSN_DES_AdditionalPartyInRoleIdentification;GDSN_PartyInRole;CORE;;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Additional Party Identification Type;GDSN_DES_AdditionalPartyInRoleIdentificationType;GDSN_PartyInRole;CORE;;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Party Address;GDSN_DES_PartyInRoleAddress;GDSN_PartyInRole;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Party Role Code;GDSN_DES_PartyInRoleCode;GDSN_PartyInRole;CORE;Attribute;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
