Loc1;Loc2;Attr_label_CDB_EN;Attr_name_1WS;Composite_name_1WS;Module_name_1WS;What_to_hide;Segment1;Segment2;Segment3;Segment4;Segment5;Segment6;Segment7;Segment8;Segment9;Segment10;Segment11;Segment12;Segment13;Segment14;Segment15;Segment16;Segment17;Segment18;Segment19;Segment20;Segment21;Segment22;Segment23;Segment24;Segment25;Segment26;Segment27;Segment28;Segment29;Segment30;Segment31;Segment32;Segment33;Segment34;Segment35;Segment36;Segment37;Segment38
Back to top;;;;;;;Pet Care/Food;Cleaning/Hygiene Products;Food/Beverage/Tobacco;Healthcare;Beauty/Personal Care/Hygiene;Cross Segment;Textual/Printed/Reference Materials;Music;Stationery/Office Machinery/Occasion Supplies;Footwear;Personal Accessories;Computing;Communications;Clothing;Audio Visual/Photography;Arts/Crafts/Needlework;Sports Equipment;Home Appliances;Kitchen Merchandise;Camping;Household/Office Furniture/Furnishings;Automotive;Electrical Supplies;Plumbing/Heating/Ventilation/Air Conditioning;Tools/Equipment - Hand;Lawn/Garden Supplies;Tools/Equipment - Power;Building Products;Tool Storage/Workshop Aids;Safety/Protection - DIY;Toys/Games;Fuels;Lubricants;Live Animals;Safety/Security/Surveillance;Storage/Haulage Containers;Horticulture Plants;Crops
v40;;;;;;;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
Product Identification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Identification / Validity / Unit;Is Trade Item a Service;GDSN_IsTradeItemAService;;CORE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Collection Title Element Level;GDSN_DES_ONIX_CollectionTitleElementLevel;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Part Number;GDSN_DES_ONIX_CollectionTitlePartNumber;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Title Prefix Type;GDSN_DES_ONIX_CollectionTitlePrefixType;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Title Text;GDSN_DES_ONIX_CollectionTitleText;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Title Type Code;GDSN_DES_ONIX_CollectionTitleTypeCode;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Title Without Prefix;GDSN_DES_ONIX_CollectionTitleWithoutPrefix;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Translation From Language;GDSN_DES_ONIX_CollectionTranslationFromLanguage;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Translation To Language;GDSN_DES_ONIX_CollectionTranslationToLanguage;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Type Code Description;GDSN_DES_ONIX_CollectionTypeCodeDescription;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Type Code List Agency Code;GDSN_DES_ONIX_CollectionTypeCodeListAgencyCode;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Type Code List Agency Code List Version;GDSN_DES_ONIX_CollectionTypeCodeListAgencyCodeListVersion;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Type Code List Agency Name;GDSN_DES_ONIX_CollectionTypeCodeListAgencyName;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Type Code List Name;GDSN_DES_ONIX_CollectionTypeCodeListName;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Type Code List URI;GDSN_DES_ONIX_CollectionTypeCodeListURI;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Type Code List Version;GDSN_DES_ONIX_CollectionTypeCodeListVersion;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Type Code Reference;GDSN_DES_ONIX_CollectionTypeCodeReference;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Collection Year Of Annual;GDSN_DES_ONIX_CollectionYearOfAnnual;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Corporate Name Of Collection Contributor;GDSN_DES_ONIX_CorporateNameOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;GLN Of Collection Contributor Party Identification;GDSN_DES_ONIX_GLNOfCollectionContributorPartyIdentification;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Inverted Corporate Name Of Collection Contributor;GDSN_DES_ONIX_InvertedCorporateNameOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Inverted Person Name Of Collection Contributor;GDSN_DES_ONIX_InvertedPersonNameOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Key Names Of Collection Contributor;GDSN_DES_ONIX_KeyNamesOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Letters After Names Of Collection Contributor;GDSN_DES_ONIX_LettersAfterNamesOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Name Type Code Of Collection Contributor;GDSN_DES_ONIX_NameTypeCodeOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Names After Key Of Collection Contributor;GDSN_DES_ONIX_NamesAfterKeyOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Names Before Key Of Collection Contributor;GDSN_DES_ONIX_NamesBeforeKeyOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Person Name Of Collection Contributor;GDSN_DES_ONIX_PersonNameOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Prefix To Key Of Collection Contributor;GDSN_DES_ONIX_PrefixToKeyOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Professional Affiliation Of Collection Contributor;GDSN_DES_ONIX_ProfessionalAffiliationOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Referenced File Type Code (Onix Collection Contributor);GDSN_DES_ONIX_ReferencedFileTypeCodeOfOnixCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Role Code Of Collection Contributor;GDSN_DES_ONIX_RoleCodeOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Sequence Number Of Collection Contributor;GDSN_DES_ONIX_SequenceNumberOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Source Name;GDSN_DES_ONIX_SourceName;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Suffix To Key Of Collection Contributor;GDSN_DES_ONIX_SuffixToKeyOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Titles After Names Of Collection Contributor;GDSN_DES_ONIX_TitlesAfterNamesOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Titles Before Names Of Collection Contributor;GDSN_DES_ONIX_TitlesBeforeNamesOfCollectionContributor;GDSN_ONIX_Publication_Collection_Information;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Date;GDSN_DES_ONIX_PublicationDate;GDSN_ONIX_PublicationDateInformation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Date Type Code;GDSN_DES_ONIX_PublicationDateTypeCode;GDSN_ONIX_PublicationDateInformation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Edition Type Code;GDSN_DES_ONIX_PublicationEditionTypeCode;GDSN_ONIX_PublicationEditionTypeCode;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Address Name;GDSN_DES_ONIX_PublicationAddressName;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication City Code;GDSN_DES_ONIX_PublicationCityCode;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Country Code;GDSN_DES_ONIX_PublicationCountryCode;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication County Code;GDSN_DES_ONIX_PublicationCountyCode;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Cross Street;GDSN_DES_ONIX_PublicationCrossStreet;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Currency;GDSN_DES_ONIX_PublicationCurrency;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Geographical Latitude;GDSN_DES_ONIX_PublicationGeographicalLatitude;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Geographical Longitude;GDSN_DES_ONIX_PublicationGeographicalLongitude;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Language;GDSN_DES_ONIX_PublicationLanguage;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication PO Box Number;GDSN_DES_ONIX_PublicationPOBoxNumber;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Postal Code;GDSN_DES_ONIX_PublicationPostalCode;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication State;GDSN_DES_ONIX_PublicationState;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Street Line 1;GDSN_DES_ONIX_PublicationStreetLine1;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Street Line 2;GDSN_DES_ONIX_PublicationStreetLine2;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Publication Street Line 3;GDSN_DES_ONIX_PublicationStreetLine3;GDSN_ONIX_PublicationLocation;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Sales Rights Type Code;GDSN_DES_ONIX_SalesRightsTypeCode;GDSN_ONIX_PublicationSalesRights;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
;;Sales Territory;GDSN_DES_ONIX_SalesTerritory;GDSN_ONIX_PublicationSalesRights;ONIXPublicationFileInformationModule;Module;10000000;47000000;50000000;51000000;53000000;58000000;60000000;61000000;62000000;63000000;64000000;65000000;66000000;67000000;68000000;70000000;71000000;72000000;73000000;74000000;75000000;77000000;78000000;79000000;80000000;81000000;82000000;83000000;84000000;85000000;86000000;87000000;88000000;89000000;91000000;92000000;93000000;94000000
